School,Enrollment,Up to date,Up to date %,Conditional,PME,PBE,PBE (Religious),City
SIERRA VISTA ELEMENTARY,59,53,90,4,0,2,0,PLACENTIA
NORCO ELEMENTARY,59,56,95,0,0,3,0,NORCO
LOCUST ELEMENTARY,59,59,100,0,0,0,0,FONTANA
TRAPP ELEMENTARY,59,56,95,2,0,1,0,RIALTO
SYCAMORE ELEMENTARY,59,55,93,3,0,1,0,UPLAND
MIRA MONTE ELEMENTARY,59,48,81,8,0,3,0,OJAI
BLANCHE REYNOLDS ELEMENTARY,59,52,88,1,0,6,0,VENTURA
WILLIAM NORTHRUP ELEMENTARY,58,57,98,0,0,1,1,ALHAMBRA
GRACE MILLER ELEMENTARY,58,56,97,2,0,0,0,LA VERNE
ANDRES DUARTE ELEMENTARY,58,56,97,2,0,0,0,DUARTE
DEWEY AVENUE ELEMENTARY,58,58,100,0,0,0,0,SAN GABRIEL
CENTURY PARK ELEMENTARY,58,10,17,47,0,1,1,INGLEWOOD
NORA STERRY ELEMENTARY,58,44,76,13,0,1,0,LOS ANGELES
SECOND STREET ELEMENTARY,58,45,78,13,0,0,0,LOS ANGELES
GLEDHILL STREET ELEMENTARY,58,49,84,8,1,0,0,NORTH HILLS
APPERSON STREET ELEMENTARY,58,51,88,3,0,4,0,SUNLAND
D. D. JOHNSTON ELEMENTARY,58,52,90,5,0,1,0,NORWALK
JOHN H. NUFFER ELEMENTARY,58,56,97,1,0,1,1,NORWALK
COOLIDGE ELEMENTARY,58,56,97,2,0,0,0,SAN GABRIEL
ST. JOSEPH ELEMENTARY,58,54,93,3,0,1,0,LONG BEACH
BRAWERMAN ELEMENTARY SCHOOL�� - WILSHIRE BLVD TEMPLE,58,43,74,13,0,2,0,LOS ANGELES
WILDWOOD SCHOOL,58,33,57,14,0,11,0,LOS ANGELES
FIRST LUTHERAN,58,57,98,1,0,0,0,TORRANCE
ST. MEL ELEMENTARY,58,51,88,3,0,4,0,WOODLAND HILLS
LOS COYOTES ELEMENTARY,58,57,98,1,0,0,0,LA PALMA
GILBERT ELEMENTARY,58,55,95,2,0,1,0,GARDEN GROVE
LOYAL BARKER ELEMENTARY,58,54,93,1,0,3,1,GARDEN GROVE
SKYLINE NORTH ELEMENTARY,58,55,95,1,0,2,1,BARSTOW
PARAMOUNT ELEMENTARY,57,56,98,1,0,0,0,AZUSA
VALINDA SCHOOL OF ACADEMICS,57,57,100,0,0,0,0,VALINDA
TOWNE AVENUE ELEMENTARY,57,35,61,21,0,1,0,CARSON
ROCKDALE ELEMENTARY,57,30,53,27,0,0,0,LOS ANGELES
RANCHO SANTA GERTRUDES ELEMENTARY,57,54,95,2,0,1,0,SANTA FE SPRINGS
JORDAN ELEMENTARY,57,54,95,1,0,2,0,WHITTIER
OLD ORCHARD ELEMENTARY,57,44,77,12,0,1,0,VALENCIA
YBARRA ACADEMY FOR THE ARTS AND TECHNOLOGY,57,56,98,1,0,0,0,WALNUT
SKYBLUE MESA ELEMENTARY,57,48,84,8,1,0,0,CANYON COUNTRY
MERLINDA ELEMENTARY,57,54,95,1,0,2,0,WEST COVINA
OUR LADY OF REFUGE,57,41,72,16,0,0,0,LONG BEACH
WOOD CANYON ELEMENTARY,57,43,75,14,0,0,0,ALISO VIEJO
HERMOSA DRIVE ELEMENTARY,57,57,100,0,0,0,0,FULLERTON
ROY O. ANDERSEN ELEMENTARY,57,44,77,10,1,2,0,NEWPORT BEACH
IMPERIAL ELEMENTARY,57,44,77,12,1,0,0,ANAHEIM
DEL CERRO ELEMENTARY,57,50,88,3,0,4,0,MISSION VIEJO
VICTORIA GROVES ELEMENTARY,57,52,91,1,0,4,0,ALTA LOMA
LAKE ARROWHEAD ELEMENTARY,57,51,89,0,0,6,0,LAKE ARROWHEAD
THELMA B. BEDELL ELEMENTARY,57,49,86,8,0,0,0,SANTA PAULA
VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATION,57,38,67,16,0,3,0,VENTURA
WILLOW ELEMENTARY,56,52,93,4,0,0,0,GLENDORA
CORTADA ELEMENTARY,56,56,100,0,0,0,0,EL MONTE
RIO VISTA ELEMENTARY,56,55,98,0,0,1,0,EL MONTE
MACARTHUR ELEMENTARY,56,52,93,4,0,0,0,LAKEWOOD
KETTERING ELEMENTARY,56,54,96,0,1,1,0,LONG BEACH
APPLE ACADEMY CHARTER PUBLIC,56,56,100,0,0,0,0,LOS ANGELES
CITY CHARTER ELEMENTARY,56,39,70,11,0,6,0,LOS ANGELES
ASPIRE FIRESTONE ACADEMY,56,56,100,0,0,0,0,SOUTH GATE
SAN MIGUEL CATHOLIC SCHOOL,56,50,89,6,0,0,0,LOS ANGELES
ST. COLUMBKILLE ELEMENTARY,56,51,91,5,0,0,0,LOS ANGELES
"VILLAGE SCHOOL, INC.",56,47,84,2,0,7,0,PACIFIC PALISADES
MAYFIELD JUNIOR SCHOOL,56,53,95,1,0,2,1,PASADENA
LAURENCE SCHOOL,56,43,77,0,0,13,1,VALLEY GLEN
WILLIAM E. FANNING ELEMENTARY,56,55,98,0,0,1,0,BREA
HIDDEN HILLS ELEMENTARY,56,46,82,7,0,3,0,LAGUNA NIGUEL
MAPLE ELEMENTARY,56,54,96,0,1,1,0,FULLERTON
OLIVE ELEMENTARY,56,50,89,2,0,4,1,ORANGE
MONTEVIDEO ELEMENTARY,56,52,93,0,4,0,0,MISSION VIEJO
CALVARY CHRISTIAN,56,53,95,0,0,3,0,SANTA ANA
CABAZON ELEMENTARY,56,52,93,0,0,4,4,CABAZON
CALVARY MURRIETA CHRISTIAN SCHOOLS,56,46,82,0,0,10,0,MURRIETA
GARFIELD ELEMENTARY,55,50,91,4,0,1,0,ALHAMBRA
VALLEYDALE ELEMENTARY,55,52,95,3,0,0,0,AZUSA
MOUNTAIN VIEW ELEMENTARY,55,51,93,0,1,3,1,CLAREMONT
NEW LEXINGTON ELEMENTARY,55,47,85,8,0,0,0,EL MONTE
DAISY GIBSON ELEMENTARY,55,54,98,1,0,0,0,PALMDALE
ASPIRE SLAUSON ACADEMY CHARTER,55,45,82,10,0,0,0,LOS ANGELES
GLENFELIZ BOULEVARD ELEMENTARY,55,54,98,0,0,1,0,LOS ANGELES
OSCEOLA STREET ELEMENTARY,55,52,95,3,0,0,0,SYLMAR
VAN DEENE AVENUE ELEMENTARY,55,27,49,28,0,0,0,TORRANCE
POTRERO HEIGHTS ELEMENTARY,55,55,100,0,0,0,0,SOUTH SAN GABRIEL
HOWARD WOOD ELEMENTARY,55,45,82,6,0,4,0,TORRANCE
ST. GENEVIEVE ELEMENTARY SCHOOL,55,52,95,3,0,0,0,PANORAMA CITY
ST. PHILIP THE APOSTLE,55,54,98,0,1,0,0,PASADENA
A. J. COOK ELEMENTARY,55,54,98,1,0,0,0,GARDEN GROVE
SACRED HEART,55,51,93,0,0,4,0,PALM DESERT
COUNTRY SPRINGS ELEMENTARY,55,54,98,0,0,1,0,CHINO HILLS
FAIRFAX ELEMENTARY,55,55,100,0,0,0,0,SAN BERNARDINO
RIO VISTA ELEMENTARY,55,52,95,3,0,0,0,SAN BERNARDINO
PIRU ELEMENTARY,55,54,98,1,0,0,0,PIRU
MAGNOLIA ELEMENTARY,54,53,98,1,0,0,0,AZUSA
LARK ELLEN ELEMENTARY,54,43,80,11,0,0,0,COVINA
COLUMBIA ELEMENTARY,54,53,98,1,0,0,0,EL MONTE
RILEY ELEMENTARY,54,50,93,3,0,1,0,LAKEWOOD
AMBLER AVENUE ELEMENTARY,54,35,65,18,0,1,0,CARSON
STONER AVENUE ELEMENTARY,54,44,81,10,0,0,0,CULVER CITY
ASPIRE JUANITA TATE ACADEMY CHARTER,54,43,80,11,0,0,0,LOS ANGELES
DORRIS PLACE ELEMENTARY,54,54,100,0,0,0,0,LOS ANGELES
BANDINI STREET ELEMENTARY,54,48,89,5,0,1,0,SAN PEDRO
LASHON ACADEMY,54,51,94,0,0,3,2,VAN NUYS
LINCOLN ELEMENTARY,54,53,98,1,0,0,0,POMONA
HOWARD J. MCKIBBEN ELEMENTARY,54,54,100,0,0,0,0,WHITTIER
LYCEE INTERNATIONAL DE LOS ANGELES - LF,54,42,78,2,0,10,0,LOS ANGELES
LAUREL HALL,54,54,100,0,0,0,0,NORTH HOLLYWOOD
MABEL L. PENDLETON ELEMENTARY,54,54,100,0,0,0,0,BUENA PARK
LOUIS G. ZEYEN ELEMENTARY,54,52,96,2,0,0,0,GARDEN GROVE
PARKVIEW ELEMENTARY,54,54,100,0,0,0,0,GARDEN GROVE
SUSAN B. ANTHONY ELEMENTARY,54,51,94,3,0,0,0,WESTMINSTER
CHARLES WAGNER ELEMENTARY,54,50,93,1,3,0,0,PLACENTIA
SANTIAGO ELEMENTARY,54,43,80,10,1,0,0,LAKE FOREST
ST. PAUL'S LUTHERAN,54,48,89,5,0,1,0,ORANGE
ST. BARBARA ELEMENTARY,54,50,93,1,0,3,2,SANTA ANA
ST. FRANCIS OF ASSISI,54,49,91,3,0,2,0,YORBA LINDA
E. J. MARSHALL ELEMENTARY,54,51,94,3,0,0,0,CHINO
LEVI H. DICKEY ELEMENTARY,54,53,98,1,0,0,0,ONTARIO
HEMLOCK ELEMENTARY,54,49,91,2,0,3,3,FONTANA
HERITAGE,54,48,89,1,0,5,1,PHELAN
MONTESSORI IN REDLANDS,54,52,96,0,0,2,0,REDLANDS
ELWIN ELEMENTARY,53,53,100,0,0,0,0,BALDWIN PARK
PROVIDENCIA ELEMENTARY,53,49,92,2,0,2,2,BURBANK
ROYAL OAKS ELEMENTARY,53,52,98,1,0,0,0,DUARTE
CLEMINSON ELEMENTARY,53,47,89,6,0,0,0,TEMPLE CITY
PARENT -FRANK D.- ELEMENTARY,53,45,85,4,0,4,4,INGLEWOOD
WILLIAM W. ORR ELEMENTARY,53,51,96,2,0,0,0,NORWALK
VILLAGE CHARTER ACADEMY,53,51,96,1,0,1,1,CANOGA PARK
BUCHANAN STREET ELEMENTARY,53,10,19,42,0,1,1,LOS ANGELES
CHARNOCK ROAD ELEMENTARY,53,32,60,20,0,1,0,LOS ANGELES
HILLSIDE ELEMENTARY,53,52,98,1,0,0,0,LOS ANGELES
POINT FERMIN ELEMENTARY,53,17,32,36,0,0,0,SAN PEDRO
VICTORIA ELEMENTARY,53,47,89,2,0,4,0,COSTA MESA
OUR LADY QUEEN OF ANGELS,53,48,91,3,0,2,2,NEWPORT BEACH
"FAIRMONT PRIVATE SCHOOLS, NORTH TUSTIN CAMPUS",53,50,94,0,0,3,0,NORTH TUSTIN
DAVIDSON ELEMENTARY,53,52,98,1,0,0,0,SAN BERNARDINO
ST. GEORGE,53,49,92,0,0,4,0,ONTARIO
ALOHA ELEMENTARY,52,48,92,4,0,0,0,LAKEWOOD
ASPIRE TITAN ACADEMY,52,52,100,0,0,0,0,HUNTINGTON PARK
CESAR CHAVEZ ELEMENTARY,52,28,54,24,0,0,0,LOS ANGELES
HUNTINGTON DRIVE ELEMENTARY,52,47,90,5,0,0,0,LOS ANGELES
LOGAN STREET ELEMENTARY,52,51,98,1,0,0,0,LOS ANGELES
MARIANNA AVENUE ELEMENTARY,52,42,81,10,0,0,0,LOS ANGELES
MURCHISON STREET ELEMENTARY,52,50,96,2,0,0,0,LOS ANGELES
ROSEWOOD AVENUE ELEMENTARY,52,46,88,4,0,2,0,LOS ANGELES
SYNERGY CHARTER ACADEMY,52,52,100,0,0,0,0,LOS ANGELES
OLITA ELEMENTARY,52,50,96,1,0,1,0,LA HABRA
AGBU MANOOGIAN�� - DEMIRDJIAN,52,49,94,1,0,2,0,CANOGA PARK
SACRED HEART ELEMENTARY,52,50,96,1,0,1,0,COVINA
MAIMONIDES ACADEMY,52,46,88,4,0,2,0,LOS ANGELES
ST. VINCENT ELEMENTARY SCHOOL,52,52,100,0,0,0,0,LOS ANGELES
CALVARY CHRISTIAN,52,39,75,0,0,13,0,PACIFIC PALISADES
CROSSROADS SCHOOL FOR ARTS AND SCIENCES,52,48,92,0,0,4,0,SANTA MONICA
ETHAN B. ALLEN ELEMENTARY,52,51,98,1,0,0,0,FOUNTAIN VALLEY
BONITA CANYON ELEMENTARY,52,49,94,0,0,3,0,IRVINE
GREENTREE ELEMENTARY,52,36,69,15,0,1,0,IRVINE
ESPLANADE ELEMENTARY,52,47,90,5,0,0,0,ORANGE
LA MADERA ELEMENTARY,52,45,87,5,0,2,0,LAKE FOREST
ST. MARGARET'S EPISCOPAL SCHOOL,52,48,92,0,0,4,0,SAN JUAN CAPISTRANO
GERALD F. LITEL ELEMENTARY,52,51,98,0,0,1,0,CHINO HILLS
HIDDEN TRAILS ELEMENTARY,52,51,98,1,0,0,0,CHINO HILLS
JOSHUA TREE ELEMENTARY,52,44,85,8,0,0,0,JOSHUA TREE
KIMBARK ELEMENTARY,52,51,98,0,0,1,0,SAN BERNARDINO
ACADEMY OF TECHNOLOGY - LEADERSHIP AT SATICOY,52,46,88,6,0,0,0,VENTURA
FREMONT ELEMENTARY,51,51,100,0,0,0,0,ALHAMBRA
SYCAMORE ELEMENTARY,51,48,94,1,0,2,0,CLAREMONT
RALPH BUNCHE ELEMENTARY,51,45,88,6,0,0,0,CARSON
CRESCENT HEIGHTS BOULEVARD ELEMENTARY,51,47,92,4,0,0,0,LOS ANGELES
FIFTY-FOURTH STREET ELEMENTARY,51,19,37,32,0,0,0,LOS ANGELES
GARZA -CARMEN LOMAS- PRIMARY CENTER,51,43,84,8,0,0,0,LOS ANGELES
LOS FELIZ ELEMENTARY,51,50,98,1,0,0,0,LOS ANGELES
PLAINVIEW ACADEMIC CHARTER ACADEMY,51,36,71,12,0,3,0,TUJUNGA
ARARAT CHARTER,51,50,98,0,0,1,0,VAN NUYS
KELLOGG POLYTECHNIC ELEMENTARY,51,48,94,3,0,0,0,POMONA
PILGRIM SCHOOL,51,37,73,14,0,0,0,LOS ANGELES
EMEK HEBREW ACADEMYTEICHMAN FAMILY TORAH CENTER,51,47,92,0,0,4,0,SHERMAN OAKS
CARL HANKEY ELEMENTARY,51,47,92,1,0,3,0,MISSION VIEJO
FAIRMONT PRIVATE SCHOOLS - HISTORIC ANAHEIM CAMPUS,51,45,88,4,0,2,1,ANAHEIM
PALM VISTA ELEMENTARY,51,49,96,1,0,1,0,TWENTYNINE PALMS
H. FRANK DOMINGUEZ ELEMENTARY,51,51,100,0,0,0,0,SAN BERNARDINO
MAPLE ELEMENTARY,51,46,90,2,0,3,1,NEWBURY PARK
ODYSSEY CHARTER,50,44,88,2,0,4,0,ALTADENA
ARTS IN ACTION COMMUNITY CHARTER,50,49,98,0,0,1,1,LOS ANGELES
BALDWIN HILLS ELEMENTARY,50,14,28,36,0,0,0,LOS ANGELES
HOLLYWOOD PRIMARY CENTER,50,49,98,1,0,0,0,LOS ANGELES
MELROSE AVENUE ELEMENTARY,50,48,96,1,0,1,0,LOS ANGELES
EMPEROR ELEMENTARY,50,48,96,2,0,0,0,SAN GABRIEL
OUR LADY OF GRACE,50,37,74,11,0,2,2,ENCINO
ST. PAUL OF THE CROSS ELEMENTARY,50,32,64,18,0,0,0,LA MIRADA
NOTRE DAME ACADEMY ELEMENTARY,50,23,46,25,0,2,0,LOS ANGELES
HOLY MARTYRS ARMENIAN ELEMENTARY,50,32,64,18,0,0,0,NORTH HILLS
ARK CHRISTIAN ACADEMY,50,50,100,0,0,0,0,SAN GABRIEL
LEGACY CHRISTIAN ACADEMY,50,47,94,0,0,3,3,VALENCIA
RAYMOND TEMPLE ELEMENTARY,50,49,98,0,0,1,0,BUENA PARK
WAKEHAM ELEMENTARY,50,48,96,2,0,0,0,GARDEN GROVE
NOHL CANYON ELEMENTARY,50,47,94,2,0,1,1,ANAHEIM
BUENA VISTA ARTS-INTEGRATED,50,48,96,0,2,0,0,MONTCLAIR
JUSTIN ELEMENTARY,50,46,92,1,0,3,0,SIMI VALLEY
SANTA SUSANA ELEMENTARY,50,44,88,5,0,1,0,SIMI VALLEY
ONE HUNDRED FIFTY-SIXTH STREET ELEMENTARY,49,49,100,0,0,0,0,GARDENA
CITIZENS OF THE WORLD 3,49,25,51,22,0,2,0,LOS ANGELES
LOCKWOOD AVENUE ELEMENTARY,49,49,100,0,0,0,0,LOS ANGELES
LOCKHURST DRIVE CHARTER ELEMENTARY,49,45,92,4,0,0,0,WOODLAND HILLS
NEW RIVER ELEMENTARY,49,43,88,6,0,0,0,NORWALK
BARFIELD ELEMENTARY,49,47,96,2,0,0,0,POMONA
CORTEZ ELEMENTARY,49,47,96,1,0,1,0,POMONA
JOHN MARSHALL ELEMENTARY,49,48,98,0,0,1,1,WESTMINSTER
SEQUOIA ELEMENTARY,49,44,90,1,0,4,0,WESTMINSTER
ADELANTO ELEMENTARY,49,35,71,14,0,0,0,ADELANTO
MAXWELL ELEMENTARY,48,44,92,4,0,0,0,DUARTE
ALBION STREET ELEMENTARY,48,47,98,1,0,0,0,LOS ANGELES
CAMINO NUEVO ACADEMY 2,48,42,88,6,0,0,0,LOS ANGELES
PUC MILAGRO CHARTER,48,37,77,11,0,0,0,LOS ANGELES
SHORT AVENUE ELEMENTARY,48,10,21,37,0,1,0,LOS ANGELES
OPAL ROBINSON ELEMENTARY,48,44,92,2,1,1,1,MANHATTAN BEACH
LE LYCEE FRANCAIS DE LOS ANGELES,48,33,69,14,0,1,0,LOS ANGELES
ST. DOMINIC ELEMENTARY,48,42,88,6,0,0,0,LOS ANGELES
CAMPBELL HALL -EPISCOPAL-,48,34,71,0,0,14,0,NORTH HOLLYWOOD
ST. GREGORY THE GREAT,48,48,100,0,0,0,0,WHITTIER
SCHOOL OF OUR LADY,48,48,100,0,0,0,0,SANTA ANA
PEDLEY ELEMENTARY,48,41,85,5,0,2,2,JURUPA VALLEY
RIVERSIDE COUNTY SPECIAL EDUCATION,48,48,100,0,0,0,0,RIVERSIDE
PATHWAYS TO COLLEGE,48,46,96,0,1,1,1,HESPERIA
LOVING SAVIOR LUTHERAN SCHOOL,48,47,98,0,0,1,0,CHINO HILLS
GARDEN GROVE ELEMENTARY,48,45,94,1,0,2,0,SIMI VALLEY
SYCAMORE ELEMENTARY,48,46,96,2,0,0,0,SIMI VALLEY
BRIDGES CHARTER,48,23,48,0,0,25,7,THOUSAND OAKS
JUAREZ -BENITO- ELEMENTARY,47,44,94,3,0,0,0,CERRITOS
GRANADA ELEMENTARY,47,43,91,3,0,1,1,ALHAMBRA
ALICE M. ELLINGTON ELEMENTARY,47,45,96,2,0,0,0,COVINA
VISTA DEL VALLE ELEMENTARY,47,44,94,0,0,3,0,CLAREMONT
PLAYA DEL REY ELEMENTARY,47,44,94,2,0,1,0,CULVER CITY
DOLORES HUERTA ELEMENTARY,47,41,87,6,0,0,0,LOS ANGELES
WILSHIRE CREST ELEMENTARY,47,31,66,16,0,0,0,LOS ANGELES
YORKDALE ELEMENTARY,47,42,89,4,1,0,0,LOS ANGELES
OUR LADY OF THE ASSUMPTION,47,36,77,9,1,1,0,CLAREMONT
WESTERN CHRISTIAN SCHOOL,47,46,98,0,0,1,0,CLAREMONT
OPTIMAL CHRISTIAN ACADEMY,47,42,89,5,0,0,0,COMPTON
ST. LOUISE DE MARILLAC ELEMENTARY,47,47,100,0,0,0,0,COVINA
MOTHER OF SORROWS,47,47,100,0,0,0,0,LOS ANGELES
SINAI AKIBA ACADEMY,47,41,87,6,0,0,0,LOS ANGELES
OUR LADY OF THE MIRACULOUS MEDAL,47,36,77,11,0,0,0,MONTEBELLO
LAKE VIEW ELEMENTARY,47,47,100,0,0,0,0,HUNTINGTON BEACH
LINDA VISTA ELEMENTARY,47,39,83,0,0,8,0,YORBA LINDA
LINDA VISTA ELEMENTARY,47,47,100,0,0,0,0,MISSION VIEJO
MEINERS OAKS ELEMENTARY,47,30,64,15,0,2,0,OJAI
SUNSET ELEMENTARY,47,45,96,1,0,1,0,OAK VIEW
MARGUERITA ELEMENTARY,46,45,98,1,0,0,0,ALHAMBRA
SANCHEZ -GEORGE I.- ELEMENTARY,46,46,100,0,0,0,0,ROSEMEAD
DEL VALLE ELEMENTARY,46,28,61,18,0,0,0,LA PUENTE
CARTHAY CENTER ELEMENTARY,46,41,89,4,0,1,0,LOS ANGELES
GOLDEN SPRINGS ELEMENTARY,46,46,100,0,0,0,0,DIAMOND BAR
LA VERNE SCIENCE AND TECHNOLOGY CHARTER,46,39,85,7,0,0,0,POMONA
WEBSTER ELEMENTARY,46,33,72,7,0,6,0,MALIBU
LILY'S GARDEN PRESCHOOL AND KINDERGARTEN,46,46,100,0,0,0,0,ALHAMBRA
SAMUEL A. FRYER YAVNEH HEBREW,46,19,41,25,0,2,0,LOS ANGELES
ST. BERNARD ELEMENTARY,46,39,85,7,0,0,0,LOS ANGELES
THE JOHN THOMAS DYE SCHOOL,46,40,87,4,0,2,0,LOS ANGELES
VISITATION ELEMENTARY,46,32,70,14,0,0,0,LOS ANGELES
ST. LAWRENCE MARTYR ELEMENTARY,46,33,72,11,0,2,0,REDONDO BEACH
WHITTIER CHRISTIAN SCHOOL - MAYBROOK,46,46,100,0,0,0,0,WHITTIER
MONTESSORI OF LADERA RANCH,46,46,100,0,0,0,0,LADERA RANCH
SYCAMORE ACADEMY OF SCIENCE AND CULTURAL ARTS,46,36,78,4,0,6,0,WILDOMAR
LA SIERRA ACADEMY,46,42,91,3,0,1,0,RIVERSIDE
LUCERNE VALLEY ELEMENTARY,46,39,85,5,0,2,0,LUCERNE VALLEY
YUCCA MESA ELEMENTARY,46,42,91,4,0,0,0,YUCCA VALLEY
OLIVELANDS ELEMENTARY,46,45,98,0,0,1,0,SANTA PAULA
VERNON CITY ELEMENTARY,45,45,100,0,0,0,0,LOS ANGELES
SAINT FRANCIS XAVIER SCHOOL,45,45,100,0,0,0,0,BURBANK
KIRKWOOD CHRISTIAN SCHOOLS,45,39,87,5,1,0,0,DOWNEY
ST. MARK'S LUTHERAN ELEMENTARY,45,44,98,1,0,0,0,HACIENDA HEIGHTS
OUR LADY OF TALPA,45,45,100,0,0,0,0,LOS ANGELES
POLYTECHNIC SCHOOL,45,42,93,0,0,3,0,PASADENA
WOODLAND HILLS PRIVATE SCHOOL,45,19,42,24,0,2,0,WOODLAND HILLS
DEL OBISPO ELEMENTARY,45,41,91,0,0,4,1,SAN JUAN CAPISTRANO
WOODSBORO ELEMENTARY,45,45,100,0,0,0,0,ANAHEIM
SAN JOAQUIN ELEMENTARY,45,42,93,3,0,0,0,LAGUNA HILLS
HEIGHTS CHRISTIAN SCHOOL BREA FRIENDS,45,43,96,0,0,2,0,BREA
HUNTINGTON CHRISTIAN,45,32,71,2,0,11,0,HUNTINGTON BEACH
LINFIELD CHRISTIAN SCHOOL,45,41,91,0,0,4,1,TEMECULA
SIXTH STREET PREP,45,45,100,0,0,0,0,VICTORVILLE
ONTARIO CHRISTIAN ELEMENTARY,45,43,96,0,1,1,0,ONTARIO
HOLLYWOOD BEACH ELEMENTARY,45,43,96,1,0,1,0,OXNARD
LINCOLN ELEMENTARY,44,44,100,0,0,0,0,LOS ANGELES
OUR COMMUNITY CHARTER,44,37,84,3,0,4,0,CHATSWORTH
ASPIRE JUNIOR COLLEGIATE ACADEMY,44,44,100,0,0,0,0,HUNTINGTON PARK
HOLMES AVENUE ELEMENTARY,44,44,100,0,0,0,0,LOS ANGELES
MAYBERRY STREET ELEMENTARY,44,41,93,1,0,2,2,LOS ANGELES
OPEN CHARTER MAGNET,44,38,86,5,0,1,0,LOS ANGELES
SAN PASCUAL AVENUE ELEMENTARY,44,29,66,15,0,0,0,LOS ANGELES
SOTO STREET ELEMENTARY,44,26,59,18,0,0,0,LOS ANGELES
THIRTY-SECOND STREET USC PERFORMING ARTS,44,42,95,1,0,1,1,LOS ANGELES
UTAH STREET ELEMENTARY,44,39,89,5,0,0,0,LOS ANGELES
VALLEY CHARTER ELEMENTARY,44,39,89,0,0,5,0,NORTH HILLS
PINEWOOD AVENUE ELEMENTARY,44,38,86,6,0,0,0,TUJUNGA
WESTMINSTER AVENUE ELEMENTARY,44,33,75,11,0,0,0,VENICE
PANTERA ELEMENTARY,44,43,98,0,0,1,1,DIAMOND BAR
SHELYN ELEMENTARY,44,44,100,0,0,0,0,ROWLAND HEIGHTS
"LEARNING CASTLE, INC. -AKA LA CANADA PREPARATORY-",44,36,82,7,1,0,0,LA CA_�_�ADA
BRENTWOOD SCHOOL,44,35,80,4,0,5,0,LOS ANGELES
RABBI JACOB PRESSMAN ACADEMY,44,44,100,0,0,0,0,LOS ANGELES
HOLY TRINITY ELEMENTARY,44,43,98,0,0,1,0,SAN PEDRO
RUBY DRIVE ELEMENTARY,44,43,98,0,0,1,0,PLACENTIA
ST. COLUMBAN,44,44,100,0,0,0,0,GARDEN GROVE
HOLY FAMILY ELEMENTARY,44,44,100,0,0,0,0,ORANGE
ST. ANNE,44,39,89,5,0,0,0,SANTA ANA
SOAR CHARTER ACADEMY,44,32,73,12,0,0,0,SAN BERNARDINO
WRIGHTWOOD ELEMENTARY,44,43,98,1,0,0,0,WRIGHTWOOD
BIXBY ELEMENTARY,43,42,98,0,0,1,0,HACIENDA HEIGHTS
HESBY OAKS LEADERSHIP CHARTER,43,39,91,3,1,0,0,ENCINO
COLISEUM STREET ELEMENTARY,43,19,44,23,0,1,1,LOS ANGELES
FLETCHER DRIVE ELEMENTARY,43,23,53,20,0,0,0,LOS ANGELES
GABRIELLA CHARTER,43,42,98,0,0,1,0,LOS ANGELES
CLEMENTE CHARTER,43,40,93,3,0,0,0,MAYWOOD
ADA S. NELSON ELEMENTARY,43,34,79,9,0,0,0,WHITTIER
HARRISON ELEMENTARY,43,43,100,0,0,0,0,POMONA
WILSON ELEMENTARY,43,42,98,0,0,1,0,SAN GABRIEL
OUR LADY OF PERPETUAL HELP ELEMENTARY,43,43,100,0,0,0,0,DOWNEY
SAN MARINO MONTESSORI SCHOOL,43,40,93,3,0,0,0,PASADENA
ST. ANDREW ELEMENTARY,43,26,60,17,0,0,0,PASADENA
"BUCKLEY SCHOOL, THE",43,35,81,3,0,5,0,SHERMAN OAKS
VILLAGE CHRISTIAN SCHOOLS,43,39,91,2,0,2,0,SUN VALLEY
WOODCREST SCHOOL,43,43,100,0,0,0,0,TARZANA
NATIVITY CATHOLIC ELEMENTARY,43,26,60,17,0,0,0,TORRANCE
BROADOAKS SCHOOL OF WHITTIER COLLEGE,43,37,86,2,0,4,0,WHITTIER
RICHARD HENRY DANA ELEMENTARY,43,39,91,3,0,1,0,DANA POINT
HAROLD AMBUEHL ELEMENTARY,43,27,63,11,0,5,3,SAN JUAN CAPISTRANO
GARDEN PARK ELEMENTARY,43,36,84,6,0,1,0,GARDEN GROVE
GLENVIEW ELEMENTARY,43,41,95,1,0,1,0,ANAHEIM
NORTHWOOD MONTESSORI SCHOOL OF IRVINE,43,39,91,4,0,0,0,IRVINE
RANCHO CHRISTIAN SCHOOL,43,37,86,2,0,4,0,TEMECULA
WATER OF LIFE CHRISTIAN,43,41,95,0,0,2,0,FONTANA
LADERA ELEMENTARY,43,26,60,16,0,1,0,THOUSAND OAKS
KWIS ELEMENTARY,42,42,100,0,0,0,0,HACIENDA HEIGHTS
PEARBLOSSOM ELEMENTARY,42,39,93,3,0,0,0,PEARBLOSSOM
CIMARRON AVENUE ELEMENTARY,42,36,86,6,0,0,0,HAWTHORNE
DOWNTOWN VALUE,42,40,95,2,0,0,0,LOS ANGELES
ENADIA TECHNOLOGY ENRICHED CHARTER,42,39,93,3,0,0,0,WEST HILLS
DA VINCI INNOVATION ACADEMY,42,26,62,7,0,9,2,HAWTHORNE
SAINT FINBAR SCHOOL,42,35,83,6,0,1,0,BURBANK
OHR ELIYAHU ACADEMY,42,35,83,5,2,0,0,LOS ANGELES
ASSUMPTION OF THE BLESSED VIRGIN,42,28,67,14,0,0,0,PASADENA
